Dagsetning,Konnun,Flokkur,Prosent,Aths
5-Dec-08,MMR,Lýðræðisvaktin,,
5-Dec-08,MMR,Píratar,,
5-Dec-08,MMR,Samfylking,"27,08559421",
5-Dec-08,MMR,Samstaða,,
5-Dec-08,MMR,Sjálfstæðisflokkur,"25,73079608",
5-Dec-08,MMR,Vinstrihreyfingin grænt framboð,"29,97421736",
31-Dec-08,Capacent (fylgi flokka allir),Aðrir flokkar,"6,3",
31-Dec-08,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Dec-08,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
31-Dec-08,Capacent (fylgi flokka allir),Dögun,,
31-Dec-08,Capacent (fylgi flokka allir),Framsóknarflokkur,"7,6",
31-Dec-08,Capacent (fylgi flokka allir),Frjálslyndir,"3,9",
31-Dec-08,Capacent (fylgi flokka allir),Hægri grænir,,
31-Dec-08,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Dec-08,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Dec-08,Capacent (fylgi flokka allir),Píratar,,
31-Dec-08,Capacent (fylgi flokka allir),Samfylkingin,"28,1",
31-Dec-08,Capacent (fylgi flokka allir),Samstaða,0,
31-Dec-08,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,25,
31-Dec-08,Capacent (fylgi flokka allir),Vinstri grænir,29,
21-Jan-09,MMR,Aðrir,"10,08602087",
21-Jan-09,MMR,Björt Framtíð,,
21-Jan-09,MMR,Borgarahreyfingin,,
21-Jan-09,MMR,Dögun,,
21-Jan-09,MMR,Framsókn,"17,17559885",
21-Jan-09,MMR,Frjálslyndi flokkurinn,"3,275296343",
21-Jan-09,MMR,Hægri grænir,,
21-Jan-09,MMR,Hreyfingin,,
21-Jan-09,MMR,Lýðræðisvaktin,,
21-Jan-09,MMR,Píratar,,
21-Jan-09,MMR,Samfylking,"16,66715934",
21-Jan-09,MMR,Samstaða,,
21-Jan-09,MMR,Sjálfstæðisflokkur,"24,29670795",
21-Jan-09,MMR,Vinstrihreyfingin grænt framboð,"28,49921665",
31-Jan-09,Capacent (fylgi flokka allir),Aðrir flokkar,"6,4",
31-Jan-09,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Jan-09,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
31-Jan-09,Capacent (fylgi flokka allir),Dögun,,
31-Jan-09,Capacent (fylgi flokka allir),Framsóknarflokkur,"15,2",
31-Jan-09,Capacent (fylgi flokka allir),Frjálslyndir,"2,5",
31-Jan-09,Capacent (fylgi flokka allir),Hægri grænir,,
31-Jan-09,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Jan-09,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Jan-09,Capacent (fylgi flokka allir),Píratar,,
31-Jan-09,Capacent (fylgi flokka allir),Samfylkingin,"21,7",
31-Jan-09,Capacent (fylgi flokka allir),Samstaða,0,
31-Jan-09,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"24,4",
31-Jan-09,Capacent (fylgi flokka allir),Vinstri grænir,"29,8",
12-Feb-09,MMR,Aðrir,"7,055443227",
12-Feb-09,MMR,Björt Framtíð,,
12-Feb-09,MMR,Borgarahreyfingin,,
12-Feb-09,MMR,Dögun,,
12-Feb-09,MMR,Framsókn,"14,88950374",
12-Feb-09,MMR,Frjálslyndi flokkurinn,"1,532403959",
12-Feb-09,MMR,Hægri grænir,,
12-Feb-09,MMR,Hreyfingin,,
12-Feb-09,MMR,Lýðræðisvaktin,,
12-Feb-09,MMR,Píratar,,
12-Feb-09,MMR,Samfylking,"24,09989004",
12-Feb-09,MMR,Samstaða,,
12-Feb-09,MMR,Sjálfstæðisflokkur,"28,98265404",
12-Feb-09,MMR,Vinstrihreyfingin grænt framboð,"23,440105",
28-Feb-09,Capacent (fylgi flokka allir),Aðrir flokkar,"3,9",
28-Feb-09,Capacent (fylgi flokka allir),Björt framtíð,0,
28-Feb-09,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
28-Feb-09,Capacent (fylgi flokka allir),Dögun,,
28-Feb-09,Capacent (fylgi flokka allir),Framsóknarflokkur,"14,1",
28-Feb-09,Capacent (fylgi flokka allir),Frjálslyndir,"2,6",
28-Feb-09,Capacent (fylgi flokka allir),Hægri grænir,,
28-Feb-09,Capacent (fylgi flokka allir),Hreyfingin,0,
28-Feb-09,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
28-Feb-09,Capacent (fylgi flokka allir),Píratar,,
28-Feb-09,Capacent (fylgi flokka allir),Samfylkingin,"29,1",
28-Feb-09,Capacent (fylgi flokka allir),Samstaða,0,
28-Feb-09,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,26,
28-Feb-09,Capacent (fylgi flokka allir),Vinstri grænir,"24,3",
3-Mar-09,MMR,Aðrir,"5,296770038",
3-Mar-09,MMR,Björt Framtíð,,
3-Mar-09,MMR,Borgarahreyfingin,,
3-Mar-09,MMR,Dögun,,
3-Mar-09,MMR,Framsókn,"10,00092022",
3-Mar-09,MMR,Frjálslyndi flokkurinn,"2,188276433",
3-Mar-09,MMR,Hægri grænir,,
3-Mar-09,MMR,Hreyfingin,,
3-Mar-09,MMR,Lýðræðisvaktin,,
3-Mar-09,MMR,Píratar,,
3-Mar-09,MMR,Samfylking,"30,5144014",
3-Mar-09,MMR,Samstaða,,
3-Mar-09,MMR,Sjálfstæðisflokkur,"29,32732125",
3-Mar-09,MMR,Vinstrihreyfingin grænt framboð,"22,67231067",
31-Mar-09,Capacent (fylgi flokka allir),Aðrir flokkar,"1,7",
31-Mar-09,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Mar-09,Capacent (fylgi flokka allir),Borgarahreyfingin,2,
31-Mar-09,Capacent (fylgi flokka allir),Dögun,,
31-Mar-09,Capacent (fylgi flokka allir),Framsóknarflokkur,"11,8",
31-Mar-09,Capacent (fylgi flokka allir),Frjálslyndir,"1,5",
31-Mar-09,Capacent (fylgi flokka allir),Hægri grænir,,
31-Mar-09,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Mar-09,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Mar-09,Capacent (fylgi flokka allir),Píratar,,
31-Mar-09,Capacent (fylgi flokka allir),Samfylkingin,"29,3",
31-Mar-09,Capacent (fylgi flokka allir),Samstaða,0,
31-Mar-09,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"26,6",
31-Mar-09,Capacent (fylgi flokka allir),Vinstri grænir,"26,2",
14-Apr-09,MMR,Aðrir,"0,890714262",
14-Apr-09,MMR,Björt Framtíð,,
14-Apr-09,MMR,Borgarahreyfingin,"4,073285333",
14-Apr-09,MMR,Dögun,,
14-Apr-09,MMR,Framsókn,"8,99841125",
14-Apr-09,MMR,Frjálslyndi flokkurinn,"1,546496299",
14-Apr-09,MMR,Hægri grænir,,
14-Apr-09,MMR,Hreyfingin,,
14-Apr-09,MMR,Lýðræðisvaktin,,
14-Apr-09,MMR,Píratar,,
14-Apr-09,MMR,Samfylking,"29,76540581",
14-Apr-09,MMR,Samstaða,,
14-Apr-09,MMR,Sjálfstæðisflokkur,"28,80877531",
14-Apr-09,MMR,Vinstrihreyfingin grænt framboð,"25,91691174",
25-Apr-09,MMR,Aðrir,"0,59139986",Kosningar
25-Apr-09,MMR,Björt Framtíð,,Kosningar
25-Apr-09,MMR,Borgarahreyfingin,"7,222343909",Kosningar
25-Apr-09,MMR,Dögun,,Kosningar
25-Apr-09,MMR,Framsókn,"14,79781818",Kosningar
25-Apr-09,MMR,Frjálslyndi flokkurinn,"2,216013206",Kosningar
25-Apr-09,MMR,Hægri grænir,,Kosningar
25-Apr-09,MMR,Hreyfingin,,Kosningar
25-Apr-09,MMR,Lýðræðisvaktin,,Kosningar
25-Apr-09,MMR,Píratar,,Kosningar
25-Apr-09,MMR,Samfylking,"29,78796151",Kosningar
25-Apr-09,MMR,Samstaða,,Kosningar
25-Apr-09,MMR,Sjálfstæðisflokkur,"23,70460993",Kosningar
25-Apr-09,MMR,Vinstrihreyfingin grænt framboð,"21,67985341",Kosningar
30-Apr-09,Capacent (fylgi flokka allir),Aðrir flokkar,"0,1",
30-Apr-09,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Apr-09,Capacent (fylgi flokka allir),Borgarahreyfingin,"3,9",
30-Apr-09,Capacent (fylgi flokka allir),Dögun,,
30-Apr-09,Capacent (fylgi flokka allir),Framsóknarflokkur,"10,4",
30-Apr-09,Capacent (fylgi flokka allir),Frjálslyndir,"1,5",
30-Apr-09,Capacent (fylgi flokka allir),Hægri grænir,,
30-Apr-09,Capacent (fylgi flokka allir),Hreyfingin,0,
30-Apr-09,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Apr-09,Capacent (fylgi flokka allir),Píratar,,
30-Apr-09,Capacent (fylgi flokka allir),Samfylkingin,"31,9",
30-Apr-09,Capacent (fylgi flokka allir),Samstaða,0,
30-Apr-09,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"24,7",
30-Apr-09,Capacent (fylgi flokka allir),Vinstri grænir,"26,9",
31-May-09,Capacent (fylgi flokka allir),Aðrir flokkar,"0,4",
31-May-09,Capacent (fylgi flokka allir),Björt framtíð,0,
31-May-09,Capacent (fylgi flokka allir),Borgarahreyfingin,"8,2",
31-May-09,Capacent (fylgi flokka allir),Dögun,,
31-May-09,Capacent (fylgi flokka allir),Framsóknarflokkur,"14,5",
31-May-09,Capacent (fylgi flokka allir),Frjálslyndir,"1,3",
31-May-09,Capacent (fylgi flokka allir),Hægri grænir,,
31-May-09,Capacent (fylgi flokka allir),Hreyfingin,0,
31-May-09,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-May-09,Capacent (fylgi flokka allir),Píratar,,
31-May-09,Capacent (fylgi flokka allir),Samfylkingin,"28,4",
31-May-09,Capacent (fylgi flokka allir),Samstaða,0,
31-May-09,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"25,1",
31-May-09,Capacent (fylgi flokka allir),Vinstri grænir,"22,1",
30-Jun-09,Capacent (fylgi flokka allir),Aðrir flokkar,"0,5",
30-Jun-09,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Jun-09,Capacent (fylgi flokka allir),Borgarahreyfingin,"9,4",
30-Jun-09,Capacent (fylgi flokka allir),Dögun,,
30-Jun-09,Capacent (fylgi flokka allir),Framsóknarflokkur,"17,2",
30-Jun-09,Capacent (fylgi flokka allir),Frjálslyndir,"1,7",
30-Jun-09,Capacent (fylgi flokka allir),Hægri grænir,,
30-Jun-09,Capacent (fylgi flokka allir),Hreyfingin,0,
30-Jun-09,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Jun-09,Capacent (fylgi flokka allir),Píratar,,
30-Jun-09,Capacent (fylgi flokka allir),Samfylkingin,"24,8",
30-Jun-09,Capacent (fylgi flokka allir),Samstaða,0,
30-Jun-09,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,28,
30-Jun-09,Capacent (fylgi flokka allir),Vinstri grænir,"18,4",
31-Jul-09,Capacent (fylgi flokka allir),Aðrir flokkar,"0,4",
31-Jul-09,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Jul-09,Capacent (fylgi flokka allir),Borgarahreyfingin,8,
31-Jul-09,Capacent (fylgi flokka allir),Dögun,,
31-Jul-09,Capacent (fylgi flokka allir),Framsóknarflokkur,"17,4",
31-Jul-09,Capacent (fylgi flokka allir),Frjálslyndir,"1,1",
31-Jul-09,Capacent (fylgi flokka allir),Hægri grænir,,
31-Jul-09,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Jul-09,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Jul-09,Capacent (fylgi flokka allir),Píratar,,
31-Jul-09,Capacent (fylgi flokka allir),Samfylkingin,"25,1",
31-Jul-09,Capacent (fylgi flokka allir),Samstaða,0,
31-Jul-09,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"28,9",
31-Jul-09,Capacent (fylgi flokka allir),Vinstri grænir,"19,1",
31-Aug-09,Capacent (fylgi flokka allir),Aðrir flokkar,"0,5",
31-Aug-09,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Aug-09,Capacent (fylgi flokka allir),Borgarahreyfingin,"5,6",
31-Aug-09,Capacent (fylgi flokka allir),Dögun,,
31-Aug-09,Capacent (fylgi flokka allir),Framsóknarflokkur,"14,8",
31-Aug-09,Capacent (fylgi flokka allir),Frjálslyndir,"1,5",
31-Aug-09,Capacent (fylgi flokka allir),Hægri grænir,,
31-Aug-09,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Aug-09,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Aug-09,Capacent (fylgi flokka allir),Píratar,,
31-Aug-09,Capacent (fylgi flokka allir),Samfylkingin,"27,2",
31-Aug-09,Capacent (fylgi flokka allir),Samstaða,0,
31-Aug-09,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"28,8",
31-Aug-09,Capacent (fylgi flokka allir),Vinstri grænir,"21,6",
14-Sep-09,MMR,Aðrir,"2,820273368",
14-Sep-09,MMR,Björt Framtíð,,
14-Sep-09,MMR,Borgarahreyfingin,"3,06307836",
14-Sep-09,MMR,Dögun,,
14-Sep-09,MMR,Framsókn,"16,64487648",
14-Sep-09,MMR,Frjálslyndi flokkurinn,"1,945835809",
14-Sep-09,MMR,Hægri grænir,,
14-Sep-09,MMR,Hreyfingin,,
14-Sep-09,MMR,Lýðræðisvaktin,,
14-Sep-09,MMR,Píratar,,
14-Sep-09,MMR,Samfylking,"24,05637151",
14-Sep-09,MMR,Samstaða,,
14-Sep-09,MMR,Sjálfstæðisflokkur,"31,63935818",
14-Sep-09,MMR,Vinstrihreyfingin grænt framboð,"19,8302063",
30-Sep-09,Capacent (fylgi flokka allir),Aðrir flokkar,"0,5",
30-Sep-09,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Sep-09,Capacent (fylgi flokka allir),Borgarahreyfingin,"2,5",
30-Sep-09,Capacent (fylgi flokka allir),Dögun,,
30-Sep-09,Capacent (fylgi flokka allir),Framsóknarflokkur,"17,8",
30-Sep-09,Capacent (fylgi flokka allir),Frjálslyndir,"1,4",
30-Sep-09,Capacent (fylgi flokka allir),Hægri grænir,,
30-Sep-09,Capacent (fylgi flokka allir),Hreyfingin,0,
30-Sep-09,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Sep-09,Capacent (fylgi flokka allir),Píratar,,
30-Sep-09,Capacent (fylgi flokka allir),Samfylkingin,"26,5",
30-Sep-09,Capacent (fylgi flokka allir),Samstaða,0,
30-Sep-09,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"29,1",
30-Sep-09,Capacent (fylgi flokka allir),Vinstri grænir,"22,3",
16-Oct-09,MMR,Aðrir,"3,180952381",
16-Oct-09,MMR,Björt Framtíð,,
16-Oct-09,MMR,Borgarahreyfingin,"1,5",
16-Oct-09,MMR,Dögun,,
16-Oct-09,MMR,Framsókn,"17,31111111",
16-Oct-09,MMR,Frjálslyndi flokkurinn,,
16-Oct-09,MMR,Hægri grænir,,
16-Oct-09,MMR,Hreyfingin,,
16-Oct-09,MMR,Lýðræðisvaktin,,
16-Oct-09,MMR,Píratar,,
16-Oct-09,MMR,Samfylking,"22,17142857",
16-Oct-09,MMR,Samstaða,,
16-Oct-09,MMR,Sjálfstæðisflokkur,"36,79206349",
16-Oct-09,MMR,Vinstrihreyfingin grænt framboð,"19,04444444",
31-Oct-09,Capacent (fylgi flokka allir),Aðrir flokkar,"0,5",
31-Oct-09,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Oct-09,Capacent (fylgi flokka allir),Borgarahreyfingin,"0,9",
31-Oct-09,Capacent (fylgi flokka allir),Dögun,,
31-Oct-09,Capacent (fylgi flokka allir),Framsóknarflokkur,"16,4",
31-Oct-09,Capacent (fylgi flokka allir),Frjálslyndir,"1,3",
31-Oct-09,Capacent (fylgi flokka allir),Hægri grænir,,
31-Oct-09,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Oct-09,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Oct-09,Capacent (fylgi flokka allir),Píratar,,
31-Oct-09,Capacent (fylgi flokka allir),Samfylkingin,"25,3",
31-Oct-09,Capacent (fylgi flokka allir),Samstaða,0,
31-Oct-09,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"32,7",
31-Oct-09,Capacent (fylgi flokka allir),Vinstri grænir,23,
30-Nov-09,Capacent (fylgi flokka allir),Aðrir flokkar,"1,5",
30-Nov-09,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Nov-09,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,2",
30-Nov-09,Capacent (fylgi flokka allir),Dögun,,
30-Nov-09,Capacent (fylgi flokka allir),Framsóknarflokkur,"15,7",
30-Nov-09,Capacent (fylgi flokka allir),Frjálslyndir,"0,9",
30-Nov-09,Capacent (fylgi flokka allir),Hægri grænir,,
30-Nov-09,Capacent (fylgi flokka allir),Hreyfingin,0,
30-Nov-09,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Nov-09,Capacent (fylgi flokka allir),Píratar,,
30-Nov-09,Capacent (fylgi flokka allir),Samfylkingin,"26,4",
30-Nov-09,Capacent (fylgi flokka allir),Samstaða,0,
30-Nov-09,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"31,7",
30-Nov-09,Capacent (fylgi flokka allir),Vinstri grænir,"22,6",
7-Dec-09,MMR,Aðrir,"3,741339492",
7-Dec-09,MMR,Björt Framtíð,,
7-Dec-09,MMR,Borgarahreyfingin,"2,673851681",
7-Dec-09,MMR,Dögun,,
7-Dec-09,MMR,Framsókn,"15,83953468",
7-Dec-09,MMR,Frjálslyndi flokkurinn,,
7-Dec-09,MMR,Hægri grænir,,
7-Dec-09,MMR,Hreyfingin,,
7-Dec-09,MMR,Lýðræðisvaktin,,
7-Dec-09,MMR,Píratar,,
7-Dec-09,MMR,Samfylking,"18,22085365",
7-Dec-09,MMR,Samstaða,,
7-Dec-09,MMR,Sjálfstæðisflokkur,"42,05628261",
7-Dec-09,MMR,Vinstrihreyfingin grænt framboð,"17,46813788",
31-Dec-09,Capacent (fylgi flokka allir),Aðrir flokkar,"2,8",
31-Dec-09,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Dec-09,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,2",
31-Dec-09,Capacent (fylgi flokka allir),Dögun,,
31-Dec-09,Capacent (fylgi flokka allir),Framsóknarflokkur,"14,5",
31-Dec-09,Capacent (fylgi flokka allir),Frjálslyndir,"0,9",
31-Dec-09,Capacent (fylgi flokka allir),Hægri grænir,,
31-Dec-09,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Dec-09,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Dec-09,Capacent (fylgi flokka allir),Píratar,,
31-Dec-09,Capacent (fylgi flokka allir),Samfylkingin,"24,1",
31-Dec-09,Capacent (fylgi flokka allir),Samstaða,0,
31-Dec-09,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"33,2",
31-Dec-09,Capacent (fylgi flokka allir),Vinstri grænir,"23,4",
6-Jan-10,MMR,Aðrir,"3,486233464",
6-Jan-10,MMR,Björt Framtíð,,
6-Jan-10,MMR,Borgarahreyfingin,"1,463254732",
6-Jan-10,MMR,Dögun,,
6-Jan-10,MMR,Framsókn,"14,64085183",
6-Jan-10,MMR,Frjálslyndi flokkurinn,,
6-Jan-10,MMR,Hægri grænir,,
6-Jan-10,MMR,Hreyfingin,,
6-Jan-10,MMR,Lýðræðisvaktin,,
6-Jan-10,MMR,Píratar,,
6-Jan-10,MMR,Samfylking,"21,42563682",
6-Jan-10,MMR,Samstaða,,
6-Jan-10,MMR,Sjálfstæðisflokkur,"33,83630477",
6-Jan-10,MMR,Vinstrihreyfingin grænt framboð,"25,14771838",
31-Jan-10,Capacent (fylgi flokka allir),Aðrir flokkar,"0,8",
31-Jan-10,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Jan-10,Capacent (fylgi flokka allir),Borgarahreyfingin,"0,9",
31-Jan-10,Capacent (fylgi flokka allir),Dögun,,
31-Jan-10,Capacent (fylgi flokka allir),Framsóknarflokkur,"12,7",
31-Jan-10,Capacent (fylgi flokka allir),Frjálslyndir,"0,9",
31-Jan-10,Capacent (fylgi flokka allir),Hægri grænir,,
31-Jan-10,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Jan-10,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Jan-10,Capacent (fylgi flokka allir),Píratar,,
31-Jan-10,Capacent (fylgi flokka allir),Samfylkingin,25,
31-Jan-10,Capacent (fylgi flokka allir),Samstaða,0,
31-Jan-10,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"33,2",
31-Jan-10,Capacent (fylgi flokka allir),Vinstri grænir,"25,1",
17-Feb-10,MMR,Aðrir,"4,609726595",
17-Feb-10,MMR,Björt Framtíð,,
17-Feb-10,MMR,Borgarahreyfingin,"1,836636419",
17-Feb-10,MMR,Dögun,,
17-Feb-10,MMR,Framsókn,"13,02791829",
17-Feb-10,MMR,Frjálslyndi flokkurinn,,
17-Feb-10,MMR,Hægri grænir,,
17-Feb-10,MMR,Hreyfingin,,
17-Feb-10,MMR,Lýðræðisvaktin,,
17-Feb-10,MMR,Píratar,,
17-Feb-10,MMR,Samfylking,"21,63570891",
17-Feb-10,MMR,Samstaða,,
17-Feb-10,MMR,Sjálfstæðisflokkur,"34,10860762",
17-Feb-10,MMR,Vinstrihreyfingin grænt framboð,"24,78140216",
28-Feb-10,Capacent (fylgi flokka allir),Aðrir flokkar,"1,4",
28-Feb-10,Capacent (fylgi flokka allir),Björt framtíð,0,
28-Feb-10,Capacent (fylgi flokka allir),Borgarahreyfingin,"0,8",
28-Feb-10,Capacent (fylgi flokka allir),Dögun,,
28-Feb-10,Capacent (fylgi flokka allir),Framsóknarflokkur,"14,4",
28-Feb-10,Capacent (fylgi flokka allir),Frjálslyndir,"1,4",
28-Feb-10,Capacent (fylgi flokka allir),Hægri grænir,,
28-Feb-10,Capacent (fylgi flokka allir),Hreyfingin,0,
28-Feb-10,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
28-Feb-10,Capacent (fylgi flokka allir),Píratar,,
28-Feb-10,Capacent (fylgi flokka allir),Samfylkingin,23,
28-Feb-10,Capacent (fylgi flokka allir),Samstaða,0,
28-Feb-10,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"32,2",
28-Feb-10,Capacent (fylgi flokka allir),Vinstri grænir,"25,5",
5-Mar-10,MMR,Aðrir,"5,468661299",
5-Mar-10,MMR,Björt Framtíð,,
5-Mar-10,MMR,Borgarahreyfingin,"2,423997244",
5-Mar-10,MMR,Dögun,,
5-Mar-10,MMR,Framsókn,"14,99172818",
5-Mar-10,MMR,Frjálslyndi flokkurinn,,
5-Mar-10,MMR,Hægri grænir,,
5-Mar-10,MMR,Hreyfingin,,
5-Mar-10,MMR,Lýðræðisvaktin,,
5-Mar-10,MMR,Píratar,,
5-Mar-10,MMR,Samfylking,"19,57416373",
5-Mar-10,MMR,Samstaða,,
5-Mar-10,MMR,Sjálfstæðisflokkur,"36,23034511",
5-Mar-10,MMR,Vinstrihreyfingin grænt framboð,"21,31110443",
31-Mar-10,Capacent (fylgi flokka allir),Aðrir flokkar,"1,7",
31-Mar-10,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Mar-10,Capacent (fylgi flokka allir),Borgarahreyfingin,1,
31-Mar-10,Capacent (fylgi flokka allir),Dögun,,
31-Mar-10,Capacent (fylgi flokka allir),Framsóknarflokkur,"14,2",
31-Mar-10,Capacent (fylgi flokka allir),Frjálslyndir,"1,2",
31-Mar-10,Capacent (fylgi flokka allir),Hægri grænir,,
31-Mar-10,Capacent (fylgi flokka allir),Hreyfingin,"1,4",
31-Mar-10,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Mar-10,Capacent (fylgi flokka allir),Píratar,,
31-Mar-10,Capacent (fylgi flokka allir),Samfylkingin,"23,7",
31-Mar-10,Capacent (fylgi flokka allir),Samstaða,0,
31-Mar-10,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"33,2",
31-Mar-10,Capacent (fylgi flokka allir),Vinstri grænir,"23,6",
12-Apr-10,MMR,Aðrir,"6,624887604",
12-Apr-10,MMR,Björt Framtíð,,
12-Apr-10,MMR,Borgarahreyfingin,"2,184432322",
12-Apr-10,MMR,Dögun,,
12-Apr-10,MMR,Framsókn,"12,88447938",
12-Apr-10,MMR,Frjálslyndi flokkurinn,,
12-Apr-10,MMR,Hægri grænir,,
12-Apr-10,MMR,Hreyfingin,,
12-Apr-10,MMR,Lýðræðisvaktin,,
12-Apr-10,MMR,Píratar,,
12-Apr-10,MMR,Samfylking,"19,43043372",
12-Apr-10,MMR,Samstaða,,
12-Apr-10,MMR,Sjálfstæðisflokkur,"37,57846966",
12-Apr-10,MMR,Vinstrihreyfingin grænt framboð,"21,29729731",
30-Apr-10,Capacent (fylgi flokka allir),Aðrir flokkar,"1,8",
30-Apr-10,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Apr-10,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,4",
30-Apr-10,Capacent (fylgi flokka allir),Dögun,,
30-Apr-10,Capacent (fylgi flokka allir),Framsóknarflokkur,"13,8",
30-Apr-10,Capacent (fylgi flokka allir),Frjálslyndir,"1,7",
30-Apr-10,Capacent (fylgi flokka allir),Hægri grænir,,
30-Apr-10,Capacent (fylgi flokka allir),Hreyfingin,"2,9",
30-Apr-10,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Apr-10,Capacent (fylgi flokka allir),Píratar,,
30-Apr-10,Capacent (fylgi flokka allir),Samfylkingin,"22,4",
30-Apr-10,Capacent (fylgi flokka allir),Samstaða,0,
30-Apr-10,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,30,
30-Apr-10,Capacent (fylgi flokka allir),Vinstri grænir,"26,1",
10-May-10,MMR,Aðrir,"8,902640575",
10-May-10,MMR,Björt Framtíð,,
10-May-10,MMR,Borgarahreyfingin,"3,520213969",
10-May-10,MMR,Dögun,,
10-May-10,MMR,Framsókn,"12,51361512",
10-May-10,MMR,Frjálslyndi flokkurinn,,
10-May-10,MMR,Hægri grænir,,
10-May-10,MMR,Hreyfingin,,
10-May-10,MMR,Lýðræðisvaktin,,
10-May-10,MMR,Píratar,,
10-May-10,MMR,Samfylking,"19,30931364",
10-May-10,MMR,Samstaða,,
10-May-10,MMR,Sjálfstæðisflokkur,"29,61516933",
10-May-10,MMR,Vinstrihreyfingin grænt framboð,"26,13904737",
31-May-10,Capacent (fylgi flokka allir),Aðrir flokkar,"2,2",
31-May-10,Capacent (fylgi flokka allir),Björt framtíð,0,
31-May-10,Capacent (fylgi flokka allir),Borgarahreyfingin,1,
31-May-10,Capacent (fylgi flokka allir),Dögun,,
31-May-10,Capacent (fylgi flokka allir),Framsóknarflokkur,"13,8",
31-May-10,Capacent (fylgi flokka allir),Frjálslyndir,"1,8",
31-May-10,Capacent (fylgi flokka allir),Hægri grænir,,
31-May-10,Capacent (fylgi flokka allir),Hreyfingin,"1,9",
31-May-10,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-May-10,Capacent (fylgi flokka allir),Píratar,,
31-May-10,Capacent (fylgi flokka allir),Samfylkingin,"22,1",
31-May-10,Capacent (fylgi flokka allir),Samstaða,0,
31-May-10,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"30,2",
31-May-10,Capacent (fylgi flokka allir),Vinstri grænir,27,
10-Jun-10,MMR,Aðrir,"7,905613713",
10-Jun-10,MMR,Björt Framtíð,,
